,Region,Disease,Age_group,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0
444,Калужская область,"Травмы, отравления и другие последствия воздействия внешних причин",0-14 лет,6580.4,6384.3,6634.0,6726.5,7319.8,7514.6,6839.0,6737.8,6587.8,5652.3,5059.2,4818.2
445,Калужская область,"Травмы, отравления и другие последствия воздействия внешних причин",15-17 лет,6837.9,7639.1,9013.7,10028.0,10128.4,11928.7,12362.0,13538.1,13417.1,14603.3,12822.5,10730.4
446,Калужская область,"Травмы, отравления и другие последствия воздействия внешних причин",18 лет и старше,5513.8,5386.7,5540.9,6390.3,6248.0,6680.5,6179.8,6881.2,6745.0,6205.8,6500.3,5512.2
447,Калужская область,"Травмы, отравления и другие последствия воздействия внешних причин",Всего,5718.9,5615.0,5819.8,6561.3,6512.2,6948.9,6443.4,7043.4,6894.5,6327.2,6500.3,5512.2
448,Костромская область,"Беременность, роды и послеродовой период",15-17 лет,2832.5,2664.8,1942.7,2661.0,3163.0,2754.6,1507.6,1335.4,1282.5,1156.5,591.9,737.8
449,Костромская область,"Беременность, роды и послеродовой период",18 лет и старше,8418.4,9518.2,9385.3,9024.1,10336.5,9909.6,10568.2,10693.1,10187.0,9836.0,8690.2,7693.0
450,Костромская область,"Беременность, роды и послеродовой период",Всего,7234.5,8239.9,8162.0,7957.5,9159.8,8778.4,9229.0,9299.3,8835.2,8445.8,7424.3,6566.7
451,Костромская область,Болезни глаза и его придаточного аппарата,0-14 лет,4708.2,4315.6,4554.0,4753.9,4851.6,4792.0,5161.9,5292.8,4794.7,4306.6,5002.5,4088.7
452,Костромская область,Болезни глаза и его придаточного аппарата,15-17 лет,3159.6,3844.4,3714.5,3774.8,5021.9,4674.4,4329.2,4353.6,4227.4,3756.3,3780.5,4222.2
453,Костромская область,Болезни глаза и его придаточного аппарата,18 лет и старше,1998.8,1978.0,2141.6,2388.3,2317.7,2233.4,2029.3,2065.4,1919.0,1833.0,1826.3,1513.8
454,Костромская область,Болезни глаза и его придаточного аппарата,Всего,2437.6,2385.8,2538.4,2768.2,2764.5,2675.3,2559.2,2620.4,2431.5,2292.4,2409.3,2022.3
455,Костромская область,Болезни костно-мышечной системы и соединительной ткани,0-14 лет,1986.1,1816.1,1919.7,1709.8,1949.2,1448.0,1577.1,1504.0,1305.2,1155.6,1626.6,969.6
456,Костромская область,Болезни костно-мышечной системы и соединительной ткани,15-17 лет,2466.4,2307.9,2706.6,2938.6,3520.3,2506.7,2423.1,2590.8,3350.6,4130.2,4606.6,2677.5
457,Костромская область,Болезни костно-мышечной системы и соединительной ткани,18 лет и старше,2868.3,2935.3,2903.4,3172.8,3091.5,2567.3,2662.7,2098.2,1971.6,1666.7,1455.8,1627.4
458,Костромская область,Болезни костно-мышечной системы и соединительной ткани,Всего,2724.3,2752.0,2759.6,2960.2,2942.7,2404.7,2495.1,2021.9,1904.8,1647.8,1455.8,1627.4
459,Костромская область,Болезни мочеполовой системы,0-14 лет,2844.4,3270.9,3295.9,3232.9,2976.8,2836.4,2735.5,3026.9,2892.7,2995.5,2402.7,2137.8
460,Костромская область,Болезни мочеполовой системы,15-17 лет,4809.6,4622.1,5057.2,4550.7,4250.7,5199.6,4872.3,5689.1,5891.6,5269.2,4004.2,3409.8
461,Костромская область,Болезни мочеполовой системы,18 лет и старше,2989.7,3195.6,3220.6,3062.9,3124.6,3203.7,3055.2,2963.6,2643.0,3345.1,3451.0,3112.8
462,Костромская область,Болезни мочеполовой системы,Всего,3058.3,3270.3,3305.5,3139.9,3139.5,3211.7,3060.1,3050.3,2770.3,3338.5,3290.6,2955.7
463,Костромская область,Болезни нервной системы,0-14 лет,2371.0,2409.5,2706.7,2454.3,2824.0,2015.3,2207.5,1958.6,1878.7,1832.5,1786.0,1962.7
464,Костромская область,Болезни нервной системы,15-17 лет,2073.9,2222.9,2516.3,2327.6,2232.0,2320.5,2250.8,2548.1,2267.3,2404.5,2019.3,2523.0
465,Костромская область,Болезни нервной системы,18 лет и старше,858.1,846.7,787.9,984.4,807.4,794.2,653.1,666.7,610.7,655.9,715.3,595.6
466,Костромская область,Болезни нервной системы,Всего,1130.9,1125.1,1122.9,1237.7,1139.8,1016.1,929.2,916.2,854.0,896.6,929.1,878.7
467,Костромская область,Болезни органов дыхания,0-14 лет,126994.3,141949.8,143642.0,148881.4,179991.6,169086.8,174614.1,162159.7,164727.5,161899.5,163501.8,155955.2
468,Костромская область,Болезни органов дыхания,15-17 лет,47202.1,67291.1,64330.1,62479.1,90484.7,81068.6,85419.6,76928.4,82124.3,73958.8,72414.9,78082.3
469,Костромская область,Болезни органов дыхания,18 лет и старше,13892.4,13391.6,14100.8,14782.0,17275.0,15654.7,16536.6,13703.3,14357.2,12854.2,13075.8,11941.6
470,Костромская область,Болезни органов дыхания,Всего,31466.8,33625.6,34019.7,35209.4,42758.1,39688.8,41920.7,38044.8,39716.6,39074.9,39801.5,38090.1
471,Костромская область,Болезни органов пищеварения,0-14 лет,4837.5,6603.3,5877.3,7001.0,5804.8,6197.6,5430.5,5603.1,5547.7,5369.6,5744.7,4111.3
472,Костромская область,Болезни органов пищеварения,15-17 лет,2377.6,3655.5,3559.4,3248.2,3629.2,3132.2,2731.2,2697.6,2797.8,2870.5,3298.6,2248.4
473,Костромская область,Болезни органов пищеварения,18 лет и старше,1769.3,1862.0,1923.2,1771.4,1633.3,1706.8,1491.5,1387.3,1232.3,1419.4,1518.9,1509.6
474,Костромская область,Болезни органов пищеварения,Всего,2231.6,2599.5,2535.4,2554.3,2290.4,2395.4,2110.3,2064.8,1949.7,2109.9,2272.7,1969.8
475,Костромская область,Болезни системы кровообращения,0-14 лет,600.7,607.7,608.9,464.0,584.6,508.6,557.4,479.4,364.9,385.2,545.2,393.6
476,Костромская область,Болезни системы кровообращения,15-17 лет,1243.2,1120.9,990.3,997.0,1292.9,1050.4,1305.6,833.3,675.7,891.6,963.8,778.1
477,Костромская область,Болезни системы кровообращения,18 лет и старше,2194.6,2334.1,2206.6,2354.1,2643.5,2445.4,2232.3,2476.1,2625.0,3093.9,3201.2,2658.7
478,Костромская область,Болезни системы кровообращения,Всего,1923.3,2040.4,1936.7,2041.7,2307.5,2124.7,1957.7,2126.3,2218.5,2588.4,2697.6,2224.9
479,Костромская область,Болезни уха и сосцевидного отростка,0-14 лет,4538.2,4353.4,4914.3,5936.7,5455.5,5566.6,6133.9,6185.0,6073.6,5413.2,5562.4,5515.3
480,Костромская область,Болезни уха и сосцевидного отростка,15-17 лет,1612.7,1901.7,2005.3,2279.4,3243.6,3213.3,3472.8,3226.5,3121.7,3094.8,2380.7,2385.7
481,Костромская область,Болезни уха и сосцевидного отростка,18 лет и старше,1720.2,1828.5,1625.3,1823.1,2123.2,2000.4,1942.7,1793.5,1735.9,1884.7,1946.0,1643.6
482,Костромская область,Болезни уха и сосцевидного отростка,Всего,2112.2,2181.6,2094.7,2413.6,2633.0,2549.6,2607.2,2501.2,2451.9,2499.1,2562.0,2318.8
483,Костромская область,"Болезни эндокринной системы, расстройства питания и нарушения обмена веществ",0-14 лет,936.9,1283.0,985.8,1248.8,1244.5,1000.1,1557.8,1425.4,1382.8,1463.9,1948.2,1420.3
484,Костромская область,"Болезни эндокринной системы, расстройства питания и нарушения обмена веществ",15-17 лет,1641.4,1394.8,1194.7,1053.2,1429.0,1012.2,1310.8,1645.3,2540.9,2404.5,2552.8,2340.0
485,Костромская область,"Болезни эндокринной системы, расстройства питания и нарушения обмена веществ",18 лет и старше,382.1,706.5,682.8,1165.8,662.5,680.6,624.5,612.7,604.3,664.4,867.8,894.0
486,Костромская область,"Болезни эндокринной системы, расстройства питания и нарушения обмена веществ",Всего,522.0,817.3,745.4,1173.3,769.8,736.6,782.4,765.4,778.7,842.6,1093.4,1021.9
487,Костромская область,"Врожденные аномалии (пороки развития), деформации и хромосомные нарушения",0-14 лет,415.7,496.2,513.6,472.3,447.1,615.8,618.3,614.7,775.3,959.3,1004.3,737.4
488,Костромская область,"Врожденные аномалии (пороки развития), деформации и хромосомные нарушения",15-17 лет,143.2,170.0,200.9,213.1,104.3,315.1,245.4,181.6,229.0,224.3,218.0,200.2
489,Костромская область,"Врожденные аномалии (пороки развития), деформации и хромосомные нарушения",18 лет и старше,7.6,6.6,8.2,6.6,6.8,6.5,8.6,4.4,6.5,6.0,4.7,5.9
490,Костромская область,"Врожденные аномалии (пороки развития), деформации и хромосомные нарушения",Всего,71.8,81.8,85.8,79.0,72.6,103.4,105.6,102.2,132.8,169.2,177.5,134.9
491,Костромская область,Все заболевания,0-14 лет,179893.0,197575.2,202945.9,208798.4,239759.0,227020.1,231751.9,218542.2,220275.2,215406.1,217519.2,205649.6
492,Костромская область,Все заболевания,15-17 лет,88405.7,111304.9,114489.6,113457.0,146732.6,135848.0,140294.5,130261.8,140179.8,132133.0,125290.4,130505.2
493,Костромская область,Все заболевания,18 лет и старше,46739.0,47507.7,47997.7,50068.2,52398.1,49606.0,49789.7,46333.4,45387.7,46167.2,46135.9,41147.8
494,Костромская область,Все заболевания,Всего,67549.2,71166.7,72083.4,74495.7,82061.3,77719.3,79331.5,74869.0,75316.1,76104.70000000001,76893.3,71386.8
495,Костромская область,Некоторые инфекционные и паразитарные болезни,0-14 лет,9593.5,8925.8,11086.7,9057.2,9962.9,9580.1,9522.1,8959.2,8818.8,8114.2,8554.3,9025.4
496,Костромская область,Некоторые инфекционные и паразитарные болезни,15-17 лет,3832.8,3671.2,3770.9,3400.9,3411.4,3433.0,3060.2,2980.8,3440.0,2789.9,2908.5,3272.5
497,Костромская область,Некоторые инфекционные и паразитарные болезни,18 лет и старше,2044.7,2079.7,1687.6,1572.9,1996.9,1847.7,1798.5,1646.0,1576.0,1664.2,1445.2,1144.3
498,Костромская область,Некоторые инфекционные и паразитарные болезни,Всего,3196.4,3099.6,3069.5,2683.1,3175.2,3006.8,2978.3,2794.8,2759.4,2758.6,2672.5,2535.3
499,Костромская область,Новообразования,0-14 лет,260.6,453.2,446.3,562.0,454.2,535.9,554.4,543.1,572.5,585.2,696.4,712.9
500,Костромская область,Новообразования,15-17 лет,163.3,192.1,133.9,176.9,263.1,329.5,454.3,422.0,385.3,425.7,361.4,246.0
501,Костромская область,Новообразования,18 лет и старше,1085.3,1088.5,1015.7,1072.6,978.6,936.5,1026.7,1142.8,1058.7,1237.8,1193.5,1039.7
502,Костромская область,Новообразования,Всего,923.9,960.2,901.3,969.2,881.2,860.5,940.3,1031.3,964.3,1108.5,1088.2,963.1
503,Костромская область,"Отдельные состояния, возникающие в перинатальном периоде",0-14 лет,2840.5,2764.5,2844.4,2810.1,3136.6,3185.3,1313.5,1244.4,1191.6,1083.4,979.6,896.1
504,Костромская область,Психические расстройства и расстройства поведения,0-14 лет,637.5,609.8,710.3,775.5,784.2,629.0,538.2,638.6,670.5,578.7,969.5,1087.0
505,Костромская область,Психические расстройства и расстройства поведения,15-17 лет,1068.5,994.9,1067.8,1467.3,1429.0,1298.7,1253.3,1137.8,1122.5,1064.2,969.5,1087.0
506,Костромская область,Психические расстройства и расстройства поведения,18 лет и старше,549.9,502.7,477.0,467.5,480.1,454.4,422.4,426.2,425.9,381.3,395.5,398.7
507,Костромская область,Психические расстройства и расстройства поведения,Всего,587.6,539.7,533.1,546.3,553.7,505.1,463.4,478.6,483.1,432.0,448.1,446.5
508,Костромская область,"Травмы, отравления и другие последствия воздействия внешних причин",0-14 лет,7948.5,9005.6,9720.9,10097.7,10645.3,10622.6,10922.8,11324.6,11621.3,12315.3,11863.4,11274.7
509,Костромская область,"Травмы, отравления и другие последствия воздействия внешних причин",15-17 лет,9017.6,10157.3,14607.7,15079.1,16825.8,15985.5,17248.9,17350.4,19824.6,20461.3,17841.3,19297.4
510,Костромская область,"Травмы, отравления и другие последствия воздействия внешних причин",18 лет и старше,8315.3,8191.5,8698.0,8718.6,8578.9,8639.3,8850.0,8670.6,8735.4,9464.1,9069.2,7404.0
511,Костромская область,"Травмы, отравления и другие последствия воздействия внешних причин",Всего,8298.0,8392.7,9078.9,9138.9,9136.2,9147.8,9398.2,9319.3,9488.2,10226.8,9069.2,7404.0
512,Курская область,"Беременность, роды и послеродовой период",15-17 лет,640.2,412.4,639.9,477.5,415.0,450.7,438.2,447.4,402.1,407.5,366.9,203.9
513,Курская область,"Беременность, роды и послеродовой период",18 лет и старше,2040.9,1938.6,1918.8,1989.8,1924.3,2088.7,2535.0,2331.0,2577.5,2530.4,2413.8,2534.3
514,Курская область,"Беременность, роды и послеродовой период",Всего,1742.2,1656.9,1671.4,1736.6,1682.0,1829.8,2209.4,2035.8,2247.4,2202.2,2098.8,2193.4
515,Курская область,Болезни глаза и его придаточного аппарата,0-14 лет,3605.1,3443.4,3421.5,3759.5,3197.7,4086.7,4645.8,5043.8,4513.0,4648.8,5215.9,4527.7
516,Курская область,Болезни глаза и его придаточного аппарата,15-17 лет,3275.1,3103.0,3063.4,3497.7,3482.5,4208.7,3900.0,3255.2,3054.8,3828.5,3335.8,4750.4
517,Курская область,Болезни глаза и его придаточного аппарата,18 лет и старше,2900.0,3004.4,2579.5,2197.6,2046.9,2001.8,2342.4,2651.1,2476.2,2379.2,2170.6,2000.9
518,Курская область,Болезни глаза и его придаточного аппарата,Всего,3016.9,3069.2,2713.9,2458.9,2254.0,2362.4,2710.3,3007.3,2788.1,2762.8,2668.5,2465.9
519,Курская область,Болезни костно-мышечной системы и соединительной ткани,0-14 лет,5159.6,5173.5,5698.1,6011.4,6100.5,5285.6,11001.4,7805.4,6161.3,3789.0,3847.8,4189.2
520,Курская область,Болезни костно-мышечной системы и соединительной ткани,15-17 лет,3794.6,4618.7,4622.8,5775.1,6429.8,6064.1,10913.8,6992.1,7118.5,4328.1,4944.3,6471.3
521,Курская область,Болезни костно-мышечной системы и соединительной ткани,18 лет и старше,2733.6,2807.0,2429.3,2392.4,2523.0,2239.7,1907.6,1777.7,1784.1,1533.7,1401.3,1311.0
522,Курская область,Болезни костно-мышечной системы и соединительной ткани,Всего,3125.2,3212.5,2963.6,3011.3,3148.0,2786.1,3449.7,2787.8,2572.1,1951.5,1401.3,1311.0
523,Курская область,Болезни мочеполовой системы,0-14 лет,2345.6,3117.9,2220.1,2659.7,2645.6,2726.4,2816.6,3017.4,2492.9,2204.4,2266.8,1622.6
524,Курская область,Болезни мочеполовой системы,15-17 лет,2963.8,3087.6,3199.9,3064.9,2789.6,3204.7,2350.2,3185.1,2840.6,4417.5,4683.3,2953.8
525,Курская область,Болезни мочеполовой системы,18 лет и старше,4146.0,3423.3,3024.7,2918.2,2937.6,2810.7,2785.2,2650.2,2542.8,2102.8,2016.0,2073.7
526,Курская область,Болезни мочеполовой системы,Всего,3836.7,3366.5,2921.9,2888.1,2892.3,2811.8,2775.9,2718.3,2544.2,2180.8,2126.6,2027.8
527,Курская область,Болезни нервной системы,0-14 лет,3783.9,2770.8,2872.6,3238.2,3358.0,3198.3,4643.9,5271.2,4826.1,4369.2,3822.2,3677.4
528,Курская область,Болезни нервной системы,15-17 лет,2170.4,2284.2,1983.9,2424.0,2298.4,1949.1,2228.6,2680.1,2452.5,3636.5,2648.8,2185.7
529,Курская область,Болезни нервной системы,18 лет и старше,554.2,645.9,583.6,510.4,657.9,557.3,671.0,602.0,585.4,696.6,624.6,553.6
530,Курская область,Болезни нервной системы,Всего,1085.2,1010.5,952.3,953.7,1085.7,968.5,1270.0,1324.6,1253.8,1333.5,1169.1,1080.6
531,Курская область,Болезни органов дыхания,0-14 лет,88657.9,88525.1,91193.2,90286.9,112897.0,104633.4,115984.7,111470.9,107756.1,106872.0,104356.5,106826.2
532,Курская область,Болезни органов дыхания,15-17 лет,37849.9,39582.6,36090.6,39836.8,48243.2,42164.9,48593.0,42816.7,43412.4,44882.7,36132.4,43307.8
533,Курская область,Болезни органов дыхания,18 лет и старше,11441.2,11516.9,10900.9,11420.4,12957.6,11102.4,12268.3,10411.9,10559.8,8981.6,9761.0,10059.0
534,Курская область,Болезни органов дыхания,Всего,23559.2,23357.5,22872.1,23254.5,27937.7,25072.0,27770.3,25666.4,25592.5,24808.3,24963.2,25916.1
535,Курская область,Болезни органов пищеварения,0-14 лет,18232.2,17146.8,9044.8,10067.0,10985.3,8786.1,10304.6,7832.0,7736.4,5242.6,6835.4,7209.7
536,Курская область,Болезни органов пищеварения,15-17 лет,7777.8,6970.7,4179.1,4538.3,8490.4,5831.2,7081.6,7219.8,5957.4,6244.0,4201.1,4766.9
537,Курская область,Болезни органов пищеварения,18 лет и старше,3741.4,4469.4,1214.6,1095.9,1102.5,1052.8,1070.1,847.9,853.8,962.1,987.6,981.4
538,Курская область,Болезни органов пищеварения,Всего,5972.1,6325.7,2402.4,2449.7,2714.7,2279.7,2537.6,2028.3,1998.2,1754.6,1970.2,2046.6
539,Курская область,Болезни системы кровообращения,0-14 лет,724.8,736.8,623.0,541.4,471.0,420.4,481.8,560.9,562.2,314.3,579.5,363.3
540,Курская область,Болезни системы кровообращения,15-17 лет,1227.5,1440.2,977.0,964.9,1137.6,990.6,995.5,934.2,1291.4,1227.6,1235.2,1282.4
541,Курская область,Болезни системы кровообращения,18 лет и старше,1988.6,2870.1,1978.7,1801.3,1762.8,1918.8,1762.5,1626.8,2190.9,2442.0,2523.0,1912.1
542,Курская область,Болезни системы кровообращения,Всего,1774.7,2513.4,1753.4,1598.3,1563.5,1681.0,1561.1,1455.2,1928.9,2086.2,2190.5,1655.7
543,Курская область,Болезни уха и сосцевидного отростка,0-14 лет,3350.5,3538.4,3439.1,3122.3,3937.2,4353.2,5289.9,5206.1,4362.6,4232.4,3589.3,3706.2
544,Курская область,Болезни уха и сосцевидного отростка,15-17 лет,1795.0,2173.9,2118.3,1731.1,2316.5,2554.1,2946.9,3544.2,3169.6,3348.7,2962.6,3342.8
545,Курская область,Болезни уха и сосцевидного отростка,18 лет и старше,1796.4,2143.4,1942.1,1953.7,2120.4,1976.2,2139.1,2031.0,1831.1,1907.7,1932.1,1719.0
546,Курская область,Болезни уха и сосцевидного отростка,Всего,2015.2,2336.9,2153.5,2105.5,2377.7,2324.4,2600.7,2525.4,2236.6,2299.5,2213.8,2070.1
547,Курская область,"Болезни эндокринной системы, расстройства питания и нарушения обмена веществ",0-14 лет,2060.0,1751.0,1978.9,1832.8,1974.6,1687.7,1682.9,1769.9,1583.0,1434.2,1533.2,1428.5
548,Курская область,"Болезни эндокринной системы, расстройства питания и нарушения обмена веществ",15-17 лет,2264.7,1713.2,2079.9,3072.0,3030.1,2195.4,2248.4,2738.4,2520.8,1915.9,1565.5,2086.8
549,Курская область,"Болезни эндокринной системы, расстройства питания и нарушения обмена веществ",18 лет и старше,514.4,766.8,625.8,547.1,560.0,517.3,593.2,575.0,636.1,704.2,986.1,1027.1
550,Курская область,"Болезни эндокринной системы, расстройства питания и нарушения обмена веществ",Всего,814.6,943.9,868.9,815.2,838.2,734.0,796.1,809.8,827.6,847.8,1085.5,1117.8
551,Курская область,"Врожденные аномалии (пороки развития), деформации и хромосомные нарушения",0-14 лет,652.7,749.7,903.7,866.0,1072.8,1269.9,1328.1,1077.0,1043.0,911.1,1130.5,767.7
552,Курская область,"Врожденные аномалии (пороки развития), деформации и хромосомные нарушения",15-17 лет,147.7,253.6,262.4,236.5,979.9,273.1,1086.0,262.8,341.5,284.6,611.0,448.3
553,Курская область,"Врожденные аномалии (пороки развития), деформации и хромосомные нарушения",18 лет и старше,61.1,20.6,20.2,19.4,18.5,35.3,13.4,13.8,9.3,6.9,7.5,10.6
554,Курская область,"Врожденные аномалии (пороки развития), деформации и хромосомные нарушения",Всего,148.5,131.2,150.5,143.2,196.4,214.1,229.1,171.5,168.7,151.6,195.9,139.5
555,Курская область,Все заболевания,0-14 лет,159930.6,158367.0,155319.7,156142.6,178542.5,166638.2,190871.4,178742.7,167189.2,156636.1,157015.9,157430.7
556,Курская область,Все заболевания,15-17 лет,86610.4,88064.0,83929.0,90230.6,102104.5,93890.4,106278.5,97465.9,96041.8,95738.1,81169.2,92641.9
557,Курская область,Все заболевания,18 лет и старше,45216.5,46040.5,39632.1,38796.8,39491.5,37030.9,38512.6,36862.9,36307.7,33071.8,34172.9,33301.0
558,Курская область,Все заболевания,Всего,63321.1,63359.3,57202.2,56738.7,60788.0,56838.0,61737.5,58740.6,56996.2,55627.95,54259.7,54094.0
559,Курская область,Некоторые инфекционные и паразитарные болезни,0-14 лет,6975.3,6967.6,6969.2,7630.5,7170.1,6157.8,7833.2,8418.8,6875.8,7463.5,7714.4,7347.2
560,Курская область,Некоторые инфекционные и паразитарные болезни,15-17 лет,3648.7,3552.1,3660.7,3826.4,3725.5,4366.7,3738.8,3783.6,3427.3,3203.1,3002.2,2878.0
561,Курская область,Некоторые инфекционные и паразитарные болезни,18 лет и старше,2561.7,2410.6,2133.5,2230.3,1818.9,1900.0,1602.1,1767.5,1691.4,966.1,1370.5,1224.3
562,Курская область,Некоторые инфекционные и паразитарные болезни,Всего,3234.4,3088.5,2854.9,3027.8,2621.6,2570.2,2532.0,2767.9,2492.8,2012.7,2386.3,2215.5
563,Курская область,Новообразования,0-14 лет,262.3,329.2,312.1,373.1,374.2,365.7,434.4,410.6,304.5,269.5,365.9,294.6
564,Курская область,Новообразования,15-17 лет,225.9,195.5,264.5,198.7,201.7,235.6,308.3,426.2,307.3,258.1,327.0,402.2
565,Курская область,Новообразования,18 лет и старше,911.4,1024.8,936.6,857.1,1125.6,1170.5,1099.6,1130.6,1154.4,1182.7,1083.2,1126.6
566,Курская область,Новообразования,Всего,787.7,892.5,824.4,766.8,990.9,1028.5,982.6,1007.4,1006.8,1019.1,952.9,978.4
567,Курская область,"Отдельные состояния, возникающие в перинатальном периоде",0-14 лет,3215.8,4081.5,4400.6,4936.1,4701.9,4301.0,4139.6,2219.0,1906.0,1366.4,1173.1,1086.0
568,Курская область,Психические расстройства и расстройства поведения,0-14 лет,416.1,328.0,825.9,717.2,440.2,397.1,336.2,284.2,258.9,340.9,766.2,1091.2
569,Курская область,Психические расстройства и расстройства поведения,15-17 лет,3328.5,2158.4,2239.9,2416.9,2169.1,1528.7,1555.5,1453.9,1260.4,1247.5,766.2,1091.2
570,Курская область,Психические расстройства и расстройства поведения,18 лет и старше,727.1,763.0,686.9,694.1,607.6,570.3,468.8,451.1,456.3,461.3,314.6,379.7
571,Курская область,Психические расстройства и расстройства поведения,Всего,806.0,764.3,768.3,760.1,636.9,577.5,484.6,458.2,450.8,464.3,297.4,398.4
572,Курская область,"Травмы, отравления и другие последствия воздействия внешних причин",0-14 лет,8604.3,7960.2,8742.1,9037.8,9142.8,9290.7,9690.0,9561.4,8971.7,8059.1,9221.3,9202.7
573,Курская область,"Травмы, отравления и другие последствия воздействия внешних причин",15-17 лет,7454.0,7727.6,8528.8,9757.6,9547.8,10406.7,10910.9,11053.0,11424.3,12799.0,11061.0,12266.8
574,Курская область,"Травмы, отравления и другие последствия воздействия внешних причин",18 лет и старше,7403.4,6311.7,6166.0,6166.9,5873.1,5992.4,6571.4,6889.2,6226.8,5911.8,5978.3,5721.6
575,Курская область,"Травмы, отравления и другие последствия воздействия внешних причин",Всего,7574.9,6600.9,6612.5,6691.0,6447.8,6592.9,7139.5,7393.5,6774.2,6424.0,5978.3,5721.6
576,Липецкая область,"Беременность, роды и послеродовой период",15-17 лет,1391.0,1203.5,1545.1,1483.1,1070.8,1126.2,1114.5,1075.5,1037.3,818.5,1084.6,660.5
577,Липецкая область,"Беременность, роды и послеродовой период",18 лет и старше,6569.2,6333.5,5905.8,6274.2,6365.8,7128.4,4128.6,5080.8,5192.6,5321.9,9018.5,8218.8
578,Липецкая область,"Беременность, роды и послеродовой период",Всего,5582.6,5431.8,5140.9,5490.9,5578.9,6259.9,3643.0,4467.4,4560.5,4640.9,7831.4,7103.6
579,Липецкая область,Болезни глаза и его придаточного аппарата,0-14 лет,4524.9,4828.5,4476.2,4503.7,3923.4,4097.8,3862.9,3641.5,3451.4,3319.0,4305.8,2735.0
580,Липецкая область,Болезни глаза и его придаточного аппарата,15-17 лет,3678.5,3949.0,3950.8,3876.8,3618.1,3856.5,3069.3,3425.0,3196.2,4099.3,4211.1,3277.4
581,Липецкая область,Болезни глаза и его придаточного аппарата,18 лет и старше,2510.3,3114.1,2615.6,2614.0,2007.5,2398.3,2587.1,3159.6,2896.8,3338.2,2864.6,2764.6
582,Липецкая область,Болезни глаза и его придаточного аппарата,Всего,2844.1,3383.7,2920.1,2915.9,2323.2,2678.8,2781.8,3236.4,2986.6,3354.9,3123.0,2773.3
583,Липецкая область,Болезни костно-мышечной системы и соединительной ткани,0-14 лет,2208.7,2038.0,2092.1,2253.8,2339.6,2025.7,2073.3,2711.8,2288.5,2287.0,2192.2,2044.1
584,Липецкая область,Болезни костно-мышечной системы и соединительной ткани,15-17 лет,3498.0,3564.6,3220.8,3772.1,3181.0,3234.3,3230.8,4170.5,3846.0,2867.9,2946.4,3134.4
585,Липецкая область,Болезни костно-мышечной системы и соединительной ткани,18 лет и старше,2472.3,2584.6,2637.8,2572.6,2011.4,2133.9,2194.5,2436.0,2365.1,2611.5,2091.8,2130.2
586,Липецкая область,Болезни костно-мышечной системы и соединительной ткани,Всего,2483.1,2552.3,2587.3,2572.5,2094.7,2153.6,2209.2,2526.6,2394.8,2568.3,2091.8,2130.2
587,Липецкая область,Болезни мочеполовой системы,0-14 лет,1847.9,2303.6,2633.6,1942.8,1821.7,1231.6,1152.2,1062.6,887.2,1076.5,929.2,907.8
588,Липецкая область,Болезни мочеполовой системы,15-17 лет,3601.9,3747.9,3508.5,5085.7,4094.7,4506.1,3871.4,3442.5,3541.3,2794.2,2542.7,2498.8
589,Липецкая область,Болезни мочеполовой системы,18 лет и старше,5192.0,5046.4,4641.0,6457.3,6090.8,6284.7,6422.1,6315.9,5805.0,5435.5,5460.2,5425.0
590,Липецкая область,Болезни мочеполовой системы,Всего,4654.0,4616.8,4324.8,5795.3,5439.5,5531.3,5600.6,5478.6,5019.8,4698.6,4682.0,4640.9
591,Липецкая область,Болезни нервной системы,0-14 лет,2016.7,2081.6,2101.6,2160.9,2146.3,2014.5,2194.9,2013.2,2009.7,1669.9,1194.5,1051.8
592,Липецкая область,Болезни нервной системы,15-17 лет,2888.9,3073.6,2769.8,3995.8,3117.8,3453.6,3765.6,2903.7,2807.6,2841.1,2586.0,1840.0
593,Липецкая область,Болезни нервной системы,18 лет и старше,340.3,296.0,255.7,216.5,244.7,214.9,169.6,181.0,159.7,182.1,213.7,209.6
594,Липецкая область,Болезни нервной системы,Всего,691.0,658.9,605.0,616.5,599.7,565.3,565.4,523.7,504.8,479.0,427.2,384.0
595,Липецкая область,Болезни органов дыхания,0-14 лет,100912.7,104398.9,109205.5,106523.7,113703.0,106592.2,111363.2,105059.1,104061.6,101104.6,88513.7,91364.0
596,Липецкая область,Болезни органов дыхания,15-17 лет,67979.2,56865.4,58415.8,59182.0,68649.5,60034.5,61419.3,60269.1,61828.8,62527.2,55635.1,55886.1
597,Липецкая область,Болезни органов дыхания,18 лет и старше,19330.4,17661.9,18201.0,18270.7,17306.5,17133.0,18080.9,16486.1,16083.6,16132.9,14942.3,16340.2
598,Липецкая область,Болезни органов дыхания,Всего,32910.8,31167.8,32095.5,31719.8,32217.6,30831.0,32568.1,30465.7,30276.2,30364.7,27404.8,29127.5
599,Липецкая область,Болезни органов пищеварения,0-14 лет,4697.4,5056.7,4731.5,5261.5,4757.7,3943.8,3840.5,3544.0,3476.6,3585.3,3040.0,2532.5
600,Липецкая область,Болезни органов пищеварения,15-17 лет,4811.1,4808.6,4902.0,5692.6,5153.3,4996.7,5094.1,5204.5,5170.5,5856.2,5282.2,4315.6
